Level,Message
Medium,"LicensableEntityMap.LicensableEntities - Total Count [64], Values [BCS,Duet,HostBIEnabled,IPFS,EntSearch,VisioServices,MySites,CloudStorage,EntSiteTemplate,Microsoft.Office.Excel.WebUI.ExcelWebRenderer,Microsoft.Office.InfoPath.Server.Controls.WebUI.BrowserFormWebPart,Microsoft.Office.Server.Search.WebControls.CatalogItemReuseWebPart,Microsoft.Office.Server.Search.WebControls.ContentBySearchWebPart,Microsoft.Office.Server.Search.WebControls.TaxonomyRefinementScriptWebPart,Microsoft.Office.Visio.Server.WebControls.VisioWebAccess,Microsoft.SharePoint.Portal.WebControls.BusinessDataActionsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataAssociationWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataDetailsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataFilterWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataItemBuilder,Microsoft.SharePoint.Portal.WebControls.BusinessDataListWebPart,Microsoft.SharePoint.Portal.WebControls.IndicatorWebPart,Microsoft.SharePoint.Portal.WebControls.KPIListWebPart,Project,Microsoft.Office.Project.PWA.WebParts.IssuesPart,Microsoft.Office.Project.PWA.WebParts.ProjectCenterPart,Microsoft.Office.Project.PWA.WebParts.ProjectCustomFieldsPart,Microsoft.Office.Project.PWA.WebParts.ProjectDrillDownPart,Microsoft.Office.Project.PWA.WebParts.ProjectFieldPart,Microsoft.Office.Project.PWA.WebParts.ProjectWorkspacesPart,Microsoft.Office.Project.PWA.WebParts.QueueStatusPart,Microsoft.Office.Project.PWA.WebParts.RemindersPart,Microsoft.Office.Project.PWA.WebParts.ResourceAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.ResourceCenterPart,Microsoft.Office.Project.PWA.WebParts.ResourcePlansPart,Microsoft.Office.Project.PWA.WebParts.RisksPart,Microsoft.Office.Project.PWA.WebParts.SchedulePart,Microsoft.Office.Project.PWA.WebParts.StatusApprovalsPart,Microsoft.Office.Project.PWA.WebParts.StrategicImpactPart,Microsoft.Office.Project.PWA.WebParts.TaskPart,Microsoft.Office.Project.PWA.WebParts.TeamAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.TimesheetPart,Microsoft.Office.Project.PWA.WebParts.WorkflowStatusPart,OfficeWebAppsEdit,CloudStorageBasic,CloudStorageBasicP2,CloudStorageEnterprise,CloudStorageDeskless,ProjectTeam,PersonalSiteRestriction,HostExtendedBIEnabled,OneDriveViral,OneDriveLite,VisioOnlineEdit,ContentServices,MnAODMove,SyntexSeatLicense,VivaAmplifyLicense,ClipchampLicense,ClipchampPremiumLicense,VivaConnectionsLicense,SharePointCopilot,StreamCopilot,OneDriveClipchamp]"
Medium,LicenseValidationProvider.IsUserLicensedForEntity - Lisensable Entity [VivaConnectionsLicense] defined in SPO
Medium,"LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - Result [False], Data [LicenseValidationProvider.GetUserLicenses - UserPuid [], Licenses []
LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - LicensableEntity [VivaConnectionsLicense], API [SPWebApplication_IsUserLicensedForEntity], Scenario [None], ResultFromOldPath [False], ResultFromNewPath [False], IsMismatchResult [False]
]"
Medium,"LicensableEntityMap.LicensableEntities - Total Count [64], Values [BCS,Duet,HostBIEnabled,IPFS,EntSearch,VisioServices,MySites,CloudStorage,EntSiteTemplate,Microsoft.Office.Excel.WebUI.ExcelWebRenderer,Microsoft.Office.InfoPath.Server.Controls.WebUI.BrowserFormWebPart,Microsoft.Office.Server.Search.WebControls.CatalogItemReuseWebPart,Microsoft.Office.Server.Search.WebControls.ContentBySearchWebPart,Microsoft.Office.Server.Search.WebControls.TaxonomyRefinementScriptWebPart,Microsoft.Office.Visio.Server.WebControls.VisioWebAccess,Microsoft.SharePoint.Portal.WebControls.BusinessDataActionsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataAssociationWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataDetailsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataFilterWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataItemBuilder,Microsoft.SharePoint.Portal.WebControls.BusinessDataListWebPart,Microsoft.SharePoint.Portal.WebControls.IndicatorWebPart,Microsoft.SharePoint.Portal.WebControls.KPIListWebPart,Project,Microsoft.Office.Project.PWA.WebParts.IssuesPart,Microsoft.Office.Project.PWA.WebParts.ProjectCenterPart,Microsoft.Office.Project.PWA.WebParts.ProjectCustomFieldsPart,Microsoft.Office.Project.PWA.WebParts.ProjectDrillDownPart,Microsoft.Office.Project.PWA.WebParts.ProjectFieldPart,Microsoft.Office.Project.PWA.WebParts.ProjectWorkspacesPart,Microsoft.Office.Project.PWA.WebParts.QueueStatusPart,Microsoft.Office.Project.PWA.WebParts.RemindersPart,Microsoft.Office.Project.PWA.WebParts.ResourceAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.ResourceCenterPart,Microsoft.Office.Project.PWA.WebParts.ResourcePlansPart,Microsoft.Office.Project.PWA.WebParts.RisksPart,Microsoft.Office.Project.PWA.WebParts.SchedulePart,Microsoft.Office.Project.PWA.WebParts.StatusApprovalsPart,Microsoft.Office.Project.PWA.WebParts.StrategicImpactPart,Microsoft.Office.Project.PWA.WebParts.TaskPart,Microsoft.Office.Project.PWA.WebParts.TeamAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.TimesheetPart,Microsoft.Office.Project.PWA.WebParts.WorkflowStatusPart,OfficeWebAppsEdit,CloudStorageBasic,CloudStorageBasicP2,CloudStorageEnterprise,CloudStorageDeskless,ProjectTeam,PersonalSiteRestriction,HostExtendedBIEnabled,OneDriveViral,OneDriveLite,VisioOnlineEdit,ContentServices,MnAODMove,SyntexSeatLicense,VivaAmplifyLicense,ClipchampLicense,ClipchampPremiumLicense,VivaConnectionsLicense,SharePointCopilot,StreamCopilot,OneDriveClipchamp]"
Medium,LicenseValidationProvider.IsUserLicensedForEntity - Lisensable Entity [ClipchampLicense] defined in SPO
Medium,"LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - Result [False], Data [LicenseValidationProvider.GetUserLicenses - UserPuid [], Licenses []
LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - LicensableEntity [ClipchampLicense], API [SPWebApplication_IsUserLicensedForEntity], Scenario [None], ResultFromOldPath [False], ResultFromNewPath [False], IsMismatchResult [False]
]"
Medium,"LicensableEntityMap.LicensableEntities - Total Count [64], Values [BCS,Duet,HostBIEnabled,IPFS,EntSearch,VisioServices,MySites,CloudStorage,EntSiteTemplate,Microsoft.Office.Excel.WebUI.ExcelWebRenderer,Microsoft.Office.InfoPath.Server.Controls.WebUI.BrowserFormWebPart,Microsoft.Office.Server.Search.WebControls.CatalogItemReuseWebPart,Microsoft.Office.Server.Search.WebControls.ContentBySearchWebPart,Microsoft.Office.Server.Search.WebControls.TaxonomyRefinementScriptWebPart,Microsoft.Office.Visio.Server.WebControls.VisioWebAccess,Microsoft.SharePoint.Portal.WebControls.BusinessDataActionsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataAssociationWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataDetailsWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataFilterWebPart,Microsoft.SharePoint.Portal.WebControls.BusinessDataItemBuilder,Microsoft.SharePoint.Portal.WebControls.BusinessDataListWebPart,Microsoft.SharePoint.Portal.WebControls.IndicatorWebPart,Microsoft.SharePoint.Portal.WebControls.KPIListWebPart,Project,Microsoft.Office.Project.PWA.WebParts.IssuesPart,Microsoft.Office.Project.PWA.WebParts.ProjectCenterPart,Microsoft.Office.Project.PWA.WebParts.ProjectCustomFieldsPart,Microsoft.Office.Project.PWA.WebParts.ProjectDrillDownPart,Microsoft.Office.Project.PWA.WebParts.ProjectFieldPart,Microsoft.Office.Project.PWA.WebParts.ProjectWorkspacesPart,Microsoft.Office.Project.PWA.WebParts.QueueStatusPart,Microsoft.Office.Project.PWA.WebParts.RemindersPart,Microsoft.Office.Project.PWA.WebParts.ResourceAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.ResourceCenterPart,Microsoft.Office.Project.PWA.WebParts.ResourcePlansPart,Microsoft.Office.Project.PWA.WebParts.RisksPart,Microsoft.Office.Project.PWA.WebParts.SchedulePart,Microsoft.Office.Project.PWA.WebParts.StatusApprovalsPart,Microsoft.Office.Project.PWA.WebParts.StrategicImpactPart,Microsoft.Office.Project.PWA.WebParts.TaskPart,Microsoft.Office.Project.PWA.WebParts.TeamAssignmentsPart,Microsoft.Office.Project.PWA.WebParts.TimesheetPart,Microsoft.Office.Project.PWA.WebParts.WorkflowStatusPart,OfficeWebAppsEdit,CloudStorageBasic,CloudStorageBasicP2,CloudStorageEnterprise,CloudStorageDeskless,ProjectTeam,PersonalSiteRestriction,HostExtendedBIEnabled,OneDriveViral,OneDriveLite,VisioOnlineEdit,ContentServices,MnAODMove,SyntexSeatLicense,VivaAmplifyLicense,ClipchampLicense,ClipchampPremiumLicense,VivaConnectionsLicense,SharePointCopilot,StreamCopilot,OneDriveClipchamp]"
Medium,LicenseValidationProvider.IsUserLicensedForEntity - Lisensable Entity [SharePointCopilot] defined in SPO
Medium,"LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - Result [False], Data [LicenseValidationProvider.GetUserLicenses - UserPuid [], Licenses []
LicenseValidationProvider.IsUserLicensedForEntityWithQosEvent - LicensableEntity [SharePointCopilot], API [SPWebApplication_IsUserLicensedForEntity], Scenario [None], ResultFromOldPath [False], ResultFromNewPath [False], IsMismatchResult [False]
]"
Medium,Tenant has StreamCopilot license: False
Medium,"SyntexPAYGEnabled:'False', Is setting valid:'False', Features enabled:'None'."
Medium,"SyntexPAYGEnabled:'False', Is setting valid:'False', Features enabled:'None'."
Medium,SPFarm InitializationSettings ExternalService_contentcenterexperiencesupported is True
Medium,"SyntexPAYGEnabled:'False', Is setting valid:'False', Features enabled:'None'."
Medium,"SyntexPAYGEnabled:'False', Is setting valid:'False', Features enabled:'None'."
Medium,SyntexESignatureEnabled: Checking SPFarm.IsSPO - True and IsESignatureEnabled
Medium,SyntexESignatureEnabled: ESignature is not enabled on the site
Medium,SyntexESignatureEnabledThirdPartyProviders: Checking SPFarm.IsSPO - True and SyntexESignatureEnabledThirdPartyProviders
Medium,"SyntexPAYGEnabled:'False', Is setting valid:'False', Features enabled:'None'."
Medium,SyntexTaxonomyTaggingEnabled: Checking SPFarm.IsSPO - True and IsTaxonomyTaggingEnabled
Medium,SyntexTaxonomyTaggingEnabled: TaxonomyTagging is not enabled on the site
Unexpected,"AAD Session ID is not a guid. Session Id: "
Medium,spPageContextInfo-isCurrentSiteAHomeSite : Web or site is null.
High,Knowledge Hub link could not be found for SiteSubscription ID 7669dc6c-1c61-4add-918e-c7e4843aec7c.
Monitorable,TenantCdn - compute auth token for Url <name>HTTPS://COLLIERS.SHAREPOINT.COM/_USERPROFILE/USERPHOTO.JPG</name> with secret (hashed) 8ieuQLX4LB+4oDN9UpkJFmh5tTNVAmE0Y0NHlItfRl8=
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,"Using Global region present in config db for region compute, microservice: media primary region: southcentralus secondary region: northcentralus primary dc: SAT11 secondary dc: "
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,Look up azure region from microservice default maps for datacenter [SAT11].
Medium,"ServiceEnvironment: [p] , publicFacingUrl: [True]"
Medium,ShouldFallbackToItemsScope - TRUE because list is null
Medium,"[TenantLicensesChecker.DoesTenantContainSkuTypesInTenantStore] Tenant has licenses of type: E5 in TenantStore, SiteSubscriptionId: 7669dc6c-1c61-4add-918e-c7e4843aec7c"
Medium,[TenantLicensesChecker.DoesTenantContainAnySkuType] returning result True for SiteSubscriptionId 7669dc6c-1c61-4add-918e-c7e4843aec7c
Medium,"includeResponseStatsHeader is FALSE. UserAgent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
Medium,"Sending response headers to client [s=200,ct=text/html; charset=utf-8]"
Medium,The request file path is to an auth page.
Medium,Leaving Monitored Scope: (Name=Request (POST:https://colliers.sharepoint.com/_forms/default.aspx<scrubbed>);StaticScopeId=6jmmy) Execution Time=195.9401; CPU Milliseconds=78; Managed Bytes=20693416; SQL Query Count=6; GCPauseMS=0; AllocBytes=20703720;; Parent=None
Medium,"Final: FileOperationType = [_Unknown], OperationId = [Authentication_FormsDefaultAuthPage], ComponentId = [AuthenticationApi]"
Unexpected,"Disposing SPMemoryData [2cc3b5bc-ee97-4138-be9e-4a31559f37c4] is not active on this thread [Active: 00000000-0000-0000-0000-000000000000] [LastActive: 00000000-0000-0000-0000-000000000000] StackTrace:   at Microsoft.SharePoint.Utilities.SPMemoryData.Dispose()
   at Microsoft.SharePoint.Administration.SPRequestUsageMonitoredScope.OnDisposing()
   at Microsoft.SharePoint.Utilities.SPMonitoredScope.Dispose(Boolean disposing)
   at Microsoft.SharePoint.ApplicationRuntime.SPRequestModule.EndRequestHandler(Object oSender, EventArgs ea)
   at Microsoft.SharePoint.ApplicationRuntime.RequestInstrumentationScopeManager.<>c__DisplayClass17_0.<WrapEndRequestEventHandler>b__0(Object oSender, EventArgs ea)
   at System.Web.HttpApplication.SyncEventExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStepImpl(IExecutionStep step)
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously)
   at System.Web.HttpApplication.PipelineStepManager.ResumeSteps(Exception error)
   at System.Web.HttpApplication.BeginProcessRequestNotification(HttpContext context, AsyncCallback cb)
   at System.Web.HttpRuntime.ProcessRequestNotificationPrivate(IIS7WorkerRequest wr, HttpContext context)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotificationHelper(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotification(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
   at System.Web.Hosting.UnsafeIISMethods.MgdIndicateCompletion(IntPtr pHandler, RequestNotificationStatus& notificationStatus)
   at System.Web.Hosting.UnsafeIISMethods.MgdIndicateCompletion(IntPtr pHandler, RequestNotificationStatus& notificationStatus)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotificationHelper(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
   at System.Web.Hosting.PipelineRuntime.ProcessRequestNotification(IntPtr rootedObjectsPointer, IntPtr nativeRequestContext, IntPtr moduleData, Int32 flags)
"
Medium,The authentication settings retrieval will be evaluated on a separate task.
Medium,The task to execute the authentication code blocks asynchronously started.
Medium,Disposing of the claims operation scope.
Unexpected,Parse 'SiteSubscription' to GenevaId failed for Requested value 'SiteSubscription' was not found.
Medium,Sending aggregated event; Operation:SiteSubscription_MinDB_GetServiceDataDsn; Type:Success; Value:168; ErrorCode:40417048; ErrorInfo:
