SharePoint Foundation	Unified Logging Service	b8fx	High	ULS Init Completed (PowerShell.exe, onetnative.dll)
SharePoint Foundation	Config Cache	bl062	High	Leaving Monitored Scope: (SPPersistedObject.OnDeserialization: [Microsoft.SharePoint.Administration.SPWebService][e4411a19-b6a9-4590-b11a-9349873fa573]) Execution Time=3941.60816482183; CPU Milliseconds=16; SQL Query Count=0; Parent=FetchObjectFromFileSystem: Fetching object [e4411a19-b6a9-4590-b11a-9349873fa573], IdFieldsOnly = [False].
SharePoint Foundation	Config Cache	a0ic2	Medium	Refreshed SPPersistedObject with Name , Id e4411a19-b6a9-4590-b11a-9349873fa573, Parent 72c21c97-25b5-4a08-ac9d-4edb83dfc99a, Version 5047942. Last update info: [User: GLOBALNET\svc-iKM-farmadm Process:psconfigui (6564) Machine:HKDC2VMSPAPP02 Time:November 21, 2021 00:27:50.0000 Stack trace (Thread [26] CorrelationId [00000000-0000-0000-0000-000000000000]): ]
SharePoint Foundation	Config Cache	a3c25	High	Leaving Monitored Scope: (FetchObjectFromFileSystem: Fetching object [e4411a19-b6a9-4590-b11a-9349873fa573], IdFieldsOnly = [False].) Execution Time=4443.97659636708; CPU Milliseconds=39; SQL Query Count=0; Parent=Initializing Admin OM
SharePoint Foundation	Topology	b1app	High	UsageManager is null.
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.SharePoint, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx9	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx9 DEBUG Using assembly manifest Microsoft.SharePoint.UpgradeAssemblyManifest. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.AppManagementServiceApplicationSequence] for [Microsoft.SharePoint.AppManagement.AppManagementServiceApplication], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.AppManagementServiceDatabaseSprocsSequence] for [Microsoft.SharePoint.AppManagement.AppManagementServiceDatabase], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.AppManagementServiceDatabaseSequence] for [Microsoft.SharePoint.AppManagement.AppManagementServiceDatabase], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.BusinessData.Upgrade.BdcServiceApplicationSequence] for [Microsoft.SharePoint.BusinessData.SharedService.BdcServiceApplication], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.BusinessData.Upgrade.BusinessDataCatalogDatabaseSequence] for [Microsoft.SharePoint.BusinessData.SharedService.BdcServiceDatabase], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	awbky	High	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager awbky INFO Ignoring upgrade sequence: Microsoft.SharePoint.BusinessData.Upgrade.BdcDatabaseExtensionUpgradeSequence because related content database extension Microsoft.SharePoint.BusinessData.SharedService.BdcDatabaseExtension is not enabled. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPConfigurationDatabaseSequence] for [Microsoft.SharePoint.Administration.SPConfigurationDatabase], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPConfigurationDatabaseSprocsSequence] for [Microsoft.SharePoint.Administration.SPConfigurationDatabase], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPConfigurationDatabaseSequence2] for [Microsoft.SharePoint.Administration.SPConfigurationDatabase], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPContentDatabaseSequence] for [Microsoft.SharePoint.Administration.SPContentDatabase], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPContentDatabaseSprocsSequence] for [Microsoft.SharePoint.Administration.SPContentDatabase], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPContentDatabaseSequence2] for [Microsoft.SharePoint.Administration.SPContentDatabase], Phase: 2, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPPrejoinedFarmSequence] for [Microsoft.SharePoint.Administration.SPPrejoinedFarm], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPFarmSequence] for [Microsoft.SharePoint.Administration.SPFarm], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPFarmSequence2] for [Microsoft.SharePoint.Administration.SPFarm], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	awbky	High	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager awbky INFO Ignoring upgrade sequence: Microsoft.SharePoint.Upgrade.SPAppManagementExtensionUpgradeSequence because related content database extension Microsoft.SharePoint.Administration.SPAppManagementExtension is not enabled. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	awbky	High	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager awbky INFO Ignoring upgrade sequence: Microsoft.SharePoint.Upgrade.SPAppManagementExtensionSprocsSequence because related content database extension Microsoft.SharePoint.Administration.SPAppManagementExtension is not enabled. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPGlobalExtensionUpgradeSequence] for [Microsoft.SharePoint.Administration.SPContentDatabase], Phase: 2, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPIisWebSiteWssSequence] for [Microsoft.SharePoint.Administration.SPIisWebSite], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPServerSequence] for [Microsoft.SharePoint.Administration.SPServer], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPServiceSequence] for [Microsoft.SharePoint.Administration.SPService], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPServiceInstanceSequence] for [Microsoft.SharePoint.Administration.SPServiceInstance], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebTemplateSequenceForSite] for [Microsoft.SharePoint.SPSite], Phase: -1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSiteMapDatabaseSequence] for [Microsoft.SharePoint.Administration.SPSiteMapDatabase], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSiteMapDatabaseSprocsSequence] for [Microsoft.SharePoint.Administration.SPSiteMapDatabase], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSiteWssSequence] for [Microsoft.SharePoint.SPSite], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSiteWssSequence2] for [Microsoft.SharePoint.SPSite], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebTemplateSequenceForWeb] for [Microsoft.SharePoint.SPWeb], Phase: -1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebWssSequence] for [Microsoft.SharePoint.SPWeb], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebWssSequence2] for [Microsoft.SharePoint.SPWeb], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSubscriptionSettingsServiceApplicationSequence] for [Microsoft.SharePoint.SPSubscriptionSettingsServiceApplication], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSubscriptionSettingsDatabaseSequence] for [Microsoft.SharePoint.SPSubscriptionSettingsDatabase], Phase: 0, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPSubscriptionSettingsDatabaseSprocsSequence] for [Microsoft.SharePoint.SPSubscriptionSettingsDatabase], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPUsageApplicationSequence] for [Microsoft.SharePoint.Administration.SPUsageApplication], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPUsageDatabaseSequence] for [Microsoft.SharePoint.Administration.SPUsageDatabase], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebApplicationSequence] for [Microsoft.SharePoint.Administration.SPWebApplication], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebServerSequence] for [Microsoft.SharePoint.Administration.SPWebServiceInstance], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWebServiceSequence] for [Microsoft.SharePoint.Administration.SPWebService], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWssWebApplicationSequence] for [Microsoft.SharePoint.Administration.SPWebApplication], Phase: 2147483647, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.SPWssWebApplicationSequence2] for [Microsoft.SharePoint.Administration.SPWebApplication], Phase: 1, Order: 0. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	awbky	High	12/16/2021 04:00:44.31 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager awbky INFO Ignoring upgrade sequence: Microsoft.SharePoint.Upgrade.SPSearchDatabaseSequence because related content database extension Microsoft.SharePoint.Administration.SPSearchDatabaseExtension is not enabled. 00000000-0000-0000-0000-000000000000
